Name,Brand,Price,Currency,Image,AltText,NewImage,URL,ProductID,Size,Supplier,Origin,Category_1,Category_2,Highlights,Description
Wadi Food Sliced Green Olives - 650 Gram,Wadi Food,60.15,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hcf/h26/14786759393310/17378_main.jpg_200Wx200H,Wadi Food Sliced Green Olives - 650 Gram,https://cdnprod.mafretailproxy.com/sys-master-root/hc0/h20/14786759524382/17378_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/green-olives/w-food-sliced-green-olives-650/p/17378,17378,,Carrefour,Egypt,Food Cupboard,"Tins, Jars & Packets","They are packed with essential nutrients such as vitamin e, antioxidants, and healthy fats which provide a host of health benefits.","Wadi Food Green Olives are incredibly tasty and nutritious.
They are packed with essential nutrients such as vitamin e, antioxidants, and healthy fats which provide a host of health benefits."
Zaeem Whole Lentils - 500 gram,Al zaeem,36.7,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf6/h53/34030330052638/591245_main.jpg_200Wx200H,Zaeem Whole Lentils - 500 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h37/h50/34030330183710/591245_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/lentils/zaeem-whole-lentils-500g/p/591245,591245,,Carrefour,,Food Cupboard,"Rice, Pasta & Pulses",,
Al Doha Fusilli Pasta - 400 Gram,El Doha,18.85,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h65/h77/15127749853214/470383_main.jpg_200Wx200H,Al Doha Fusilli Pasta - 400 Gram,https://cdnprod.mafretailproxy.com/sys-master-root/ha6/h73/15127749984286/470383_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/special-shape-pasta/el-doha-pasta-fuselli-400g/p/470383,470383,400g,Carrefour,Egypt,Food Cupboard,"Rice, Pasta & Pulses","Offers a sumptuous and layered flavor.
Made of premium-grade ingredients for safe and reliable use.
Tender texture melts in your mouth.
Caters to people of all age groups.
Ideal to make a variety of lip-smacking Italian recipes.
Provides vital carbohydrates that your body needs.","Prepare a filling dish with the Al Doha Fusilli Pasta.
The creamy pasta packs a great taste and satisfies your hunger pangs.
It gets ready in minutes and makes a great addition to your everyday meal.
Offers a sumptuous and layered flavor.
Made of premium-grade ingredients for safe and reliable use.
Tender texture melts in your mouth.
Caters to people of all age groups.
Ideal to make a variety of lip-smacking Italian recipes.
Provides vital carbohydrates that your body needs."
Abu Auf Crispy Granola Original - 350 Gram,Abu auf,102,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h90/h72/34873269223454/200Wx200H_535518_main.jpg,Abu Auf Crispy Granola Original - 350 Gram,https://cdnprod.mafretailproxy.com/sys-master-root/hd1/h6e/34873269354526/1700Wx1700H_535518_main.jpg,https://www.carrefouregypt.com/mafegy/en/granola/abu-auf-crispy-granola-orginal-350g/p/535518,535518,,Carrefour,Egypt,Food Cupboard,Breakfast Cereals & Bars,You can add nuts or dried fruits from our wide collection to give a richer taster that engages all the senses.,"Create your meal very easy, using hot milk.
The best taste with 100% natural ingredients.
Wheat and sugar free.
Rich in fibers.
This extremely crispy granola, with a nearly cookie-like texture is the best addition to your cereal, oats, yoghurt and more.
You can add nuts or dried fruits from our wide collection to give a richer taster that engages all the senses."
Bake Rolz Crackers - Mix Cheese - 38 gram,Edita,5,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd7/h37/49986562621470/200Wx200H_464444_main.jpg,Bake Rolz Crackers - Mix Cheese - 38 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h96/h3b/49986562752542/1700Wx1700H_464444_main.jpg,https://www.carrefouregypt.com/mafegy/en/baked-nachos/bake-rolz-crackers-mix-cheese-38g/p/464444,464444,,Carrefour,Egypt,Food Cupboard,"Chips, Dips & Snacks","Enjoy the delicious taste which is moist and flavourful.
Provides you with amazing flavours to soothe your taste buds.","Delicious and flavourful which is a perfect choice for breakfast or for an afternoon snack.
Enjoy the delicious taste which is moist and flavourful.
Provides you with amazing flavours to soothe your taste buds."
Al Doha Small Rings Pasta - 400 grams,El Doha,18.85,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hbd/h01/34710149136414/458682_main.jpg_200Wx200H,Al Doha Small Rings Pasta - 400 grams,https://cdnprod.mafretailproxy.com/sys-master-root/h6a/h05/34710149365790/458682_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/short-cut-pasta/el-doha-pasta-small-rings-400g/p/458682,458682,400g,Carrefour,Egypt,Food Cupboard,"Rice, Pasta & Pulses","Offers a sumptuous and layered flavor.
Made of premium-grade ingredients for safe and reliable use.
Tender texture melts in your mouth.
Caters to people of all age groups.
Ideal to make a variety of lip-smacking Italian recipes.
Provides vital carbohydrates that your body needs.","Prepare a filling dish with the Al Doha Small Rings Pasta.
The creamy pasta packs a great taste and satisfies your hunger pangs.
It gets ready in minutes and makes a great addition to your everyday meal.
Offers a sumptuous and layered flavor.
Made of premium-grade ingredients for safe and reliable use.
Tender texture melts in your mouth.
Caters to people of all age groups.
Ideal to make a variety of lip-smacking Italian recipes.
Provides vital carbohydrates that your body needs."
Freska Chocolate Wafer Bar - 28gm,Freska,2.9,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd9/h90/49986560983070/200Wx200H_374454_main.jpg,Freska Chocolate Wafer Bar - 28gm,https://cdnprod.mafretailproxy.com/sys-master-root/h1f/h43/49986561114142/1700Wx1700H_374454_main.jpg,https://www.carrefouregypt.com/mafegy/en/wafers/freska-wafer-chocolate-26-28g/p/374454,374454,28g,Carrefour,Egypt,Food Cupboard,"Biscuits, Crackers & Cakes","These fresh cookies contain milk chocolate making a crispy and tasty snack throughout the day.
They make the perfect addition to your household.
Nutrient-rich ingredients offer a healthy and tasty alternative.
Fresh cookies offer enhanced taste and flavor.
Perfect snack for satisfying sudden hunger pangs.
Suitable addition to your household.",Freska Chocolate Wafer Bar 28g
TWINKIES DOUBLE CREAM 12P,Twinkies,59.4,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hee/h1d/49986579333150/200Wx200H_605849_main.jpg,TWINKIES DOUBLE CREAM 12P,https://cdnprod.mafretailproxy.com/sys-master-root/h2f/h1a/49986579464222/1700Wx1700H_605849_main.jpg,https://www.carrefouregypt.com/mafegy/en/cake-muffin/twinkies-double-cream-12p/p/605849,605849,,Carrefour,,Food Cupboard,"Biscuits, Crackers & Cakes",,
Todo Bomb Chocolate Cake 1 Piece,Todo,6.75,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha0/h53/49986559836190/200Wx200H_450292_main.jpg,Todo Bomb Chocolate Cake 1 Piece,https://cdnprod.mafretailproxy.com/sys-master-root/h5f/h57/49986559967262/1700Wx1700H_450292_main.jpg,https://www.carrefouregypt.com/mafegy/en/cake-muffin/todo-bomb-chocolate-cake-1p/p/450292,450292,,Carrefour,Egypt,Food Cupboard,"Biscuits, Crackers & Cakes","They are fit to relish anytime you crave sweet, and are available in a scrumptious variety, which includes variants such as bar cakes, cupcakes, and chunk cakes.","Todo Bomb Chocolate Cake is simple yet delicious, made using quality ingredients which will leave you craving for more.
These cakes pair perfectly with tea and coffee, or can be used in desserts to make a customized sundae.
They are fit to relish anytime you crave sweet, and are available in a scrumptious variety, which includes variants such as bar cakes, cupcakes, and chunk cakes."
Cairo Pasta - Small Rings - 300 gram,Cairo,6.45,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9c/hed/49274012336158/200Wx200H_600709_main.jpg,Cairo Pasta - Small Rings - 300 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h1a/hf5/49274012598302/1700Wx1700H_600709_main.jpg,https://www.carrefouregypt.com/mafegy/en/short-cut-pasta/cairo-past-small-rings-300-g/p/600709,600709,,Carrefour,,Food Cupboard,"Rice, Pasta & Pulses",,
Twinkies Big Size Cream Cake 1 Piece,Twinkies,2.9,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h81/h30/49986570518558/200Wx200H_570974_main.jpg,Twinkies Big Size Cream Cake 1 Piece,https://cdnprod.mafretailproxy.com/sys-master-root/h40/h34/49986570649630/1700Wx1700H_570974_main.jpg,https://www.carrefouregypt.com/mafegy/en/cake-muffin/twinkies-cream-big-size-1p/p/570974,570974,1 Piece,Carrefour,Egypt,Food Cupboard,"Biscuits, Crackers & Cakes",Made from the finest ingredients to give you a rich flavour.,"Addictive and delicious with their heavenly taste.
Made from the finest ingredients to give you a rich flavour."
Abu Auf French Coffee - 250 Gram,Abu auf,174,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6e/hb1/14610789826590/510176_main.jpg_200Wx200H,Abu Auf French Coffee - 250 Gram,https://cdnprod.mafretailproxy.com/sys-master-root/h92/h4b/14610790219806/510176_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/turkish-coffee/abu-auf-french-coffee-250g/p/510176,510176,250g,Carrefour,Egypt,Beverages,Coffee,"A cup that boosts your metabolism and boosts your general cognitive functions like mood, energy, memory, and response times.","French roasted beans that have a dark brown color and a shiny surface from its oils.
They have earthy, roasted, smoky flavor.
A cup that boosts your metabolism and boosts your general cognitive functions like mood, energy, memory, and response times."
Abu Auf American Filtered Coffee can - 250 grams,Abu auf,178.45,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h11/h8c/14530901671966/510175_main.jpg_200Wx200H,Abu Auf American Filtered Coffee can - 250 grams,https://cdnprod.mafretailproxy.com/sys-master-root/h01/h86/14530901803038/510175_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/coffee-filter/abu-auf-filtered-coffee-250g/p/510175,510175,250g,Carrefour,Egypt,Beverages,Coffee,"It’s not only about the sublime taste, but coffee is a natural metabolism booster that helps the body to burn fat.
It’s also a great energy booster when consumed before work or an intense workout.","This 100% Arabica blend, it has a perfumey roasted smell with notes of fruit and sugar tones.
Its rich taste would be enlightened with a delicious Maamoul cookie from Abu Auf.
It’s not only about the sublime taste, but coffee is a natural metabolism booster that helps the body to burn fat.
It’s also a great energy booster when consumed before work or an intense workout."
El Doha Vermicelli Pasta - 400 Gram,El Doha,19.25,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h69/h5e/34710140878878/458685_main.jpg_200Wx200H,El Doha Vermicelli Pasta - 400 Gram,https://cdnprod.mafretailproxy.com/sys-master-root/h4b/hb3/34710141239326/458685_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/vermicelli/el-doha-vermicelli-400g/p/458685,458685,400g,Carrefour,Egypt,Food Cupboard,"Rice, Pasta & Pulses","Offers a sumptuous and layered flavor.
Made of premium-grade ingredients for safe and reliable use.
Tender texture melts in your mouth.
Caters to people of all age groups.
Ideal to make a variety of lip-smacking Italian recipes.
Provides vital carbohydrates that your body needs.","Prepare a filling dish with the Al Doha Vermicelli Pasta.
The creamy pasta packs a great taste and satisfies your hunger pangs.
It gets ready in minutes and makes a great addition to your everyday meal.
Offers a sumptuous and layered flavor.
Made of premium-grade ingredients for safe and reliable use.
Tender texture melts in your mouth.
Caters to people of all age groups.
Ideal to make a variety of lip-smacking Italian recipes.
Provides vital carbohydrates that your body needs."
El Rashidi El Mizan Plain Halawa - 230 gram,El rashidi el mizan,42.8,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h74/h8e/47857084170270/200Wx200H_17577_main.jpg,El Rashidi El Mizan Plain Halawa - 230 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h65/h88/47857084301342/1700Wx1700H_17577_main.jpg,https://www.carrefouregypt.com/mafegy/en/hallawa/el-mizan-halawa-plain-230g/p/17577,17577,,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads","The confectionery is ideal for consuming directly or useful as a spread.
It packs an excellent taste and makes for a great addition to your breakfast table.
Fresh dessert offers enhanced taste and flavor.
Useful snack for satisfying sudden hunger pangs.
Perfect addition to your household.","The El Rashidi El Mizan Plain Halawa Spread is the perfect accompaniment for bread, biscuits, or cookies for enhanced taste.
The confectionery is ideal for consuming directly or useful as a spread.
It packs an excellent taste and makes for a great addition to your breakfast table.
Fresh dessert offers enhanced taste and flavor.
Useful snack for satisfying sudden hunger pangs.
Perfect addition to your household."
Cairo Elbow Pasta - 1 Kg,Cairo,24.55,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb8/h9c/34674600280094/592003_main.jpg_200Wx200H,Cairo Elbow Pasta - 1 Kg,https://cdnprod.mafretailproxy.com/sys-master-root/hea/h92/34674600542238/592003_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/special-shape-pasta/cairo-elbow-pasta-1k/p/592003,592003,,Carrefour,,Food Cupboard,"Rice, Pasta & Pulses",,
Tag Elmelouk Baking Powder - 16 Gram,Tag Elmelouk,2.2,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd6/h3d/14597126881310/546814_main.jpg_200Wx200H,Tag Elmelouk Baking Powder - 16 Gram,https://cdnprod.mafretailproxy.com/sys-master-root/h50/h8f/14597127143454/546814_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/baking-soda-rising-agents-shortenings/tag-elmelouk-baking-powder-16g/p/546814,546814,,Carrefour,Egypt,Food Cupboard,Sugar & Home Baking,"The rising action has a twin benefit, it gets activated as soon as the batter is sifted and mixed, then gets one more boost once the heat is applied.
It is an important ingredient for the kitchen shelf.
It is the favored selection of most consumers across India.","Tag El Melouk Baking Powder is perfect for all sorts of food preparation.
The raising action has a twice benefit.
It gets activated as soon as the batter is sifted and mixed, and then gets an extra boost once heat is applied.
Tag El Melouk Baking Powder adds additional lightness to your cakes and biscuits.
The rising action has a twin benefit, it gets activated as soon as the batter is sifted and mixed, then gets one more boost once the heat is applied.
It is an important ingredient for the kitchen shelf.
It is the favored selection of most consumers across India."
El Rashidi El Mizan Tahina - 110 gram,El rashidi el mizan,24.55,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc1/h6e/8989559881758/17567_main.jpeg_200Wx200H,El Rashidi El Mizan Tahina - 110 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hff/h91/8989560143902/17567_main.jpeg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/tahini/el-mizan-tahina-110g/p/17567,17567,110g,Carrefour,Egypt,Food Cupboard,"Condiments, Dressings & Marinades","Tahina is a popular Middle Eastern topping that is best served as a side dish with oriental meat dishes, fish dishes, as a dip or complimentary to molasses or as a salad (Hummus, Tahina Salad), made of 100% pure sesame.
There are a variety of nutrients in it, including protein, healthy fat, minerals and many others.","The El Rashidi El Mizan Tahina is a delicious condiment made up of toasted ground sesame.
It is made up of natural ingredients that offer texture, taste, and flavor to your food.
It is a major ingredient in hummus, baba ghanoush, or separately as a savory dish.
Tahina is a popular Middle Eastern topping that is best served as a side dish with oriental meat dishes, fish dishes, as a dip or complimentary to molasses or as a salad (Hummus, Tahina Salad), made of 100% pure sesame.
There are a variety of nutrients in it, including protein, healthy fat, minerals and many others."
Shaheen Turkish Coffee Special Medium With Cardamom - 200 gram,Shaheen cafe,159.15,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf9/h44/28222393221150/574688_main.jpg_200Wx200H,Shaheen Turkish Coffee Special Medium With Cardamom - 200 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hb9/h48/28222393352222/574688_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/turkish-coffee/shaheen-turk-coffee-med-card-200g/p/574688,574688,200g,Carrefour,Egypt,Beverages,Coffee,"A delicious drink that is great for any time of day.
Helps to prepare a refreshing hot drink, which is every coffee enthusiast's favorite way to start the day.
Coffee has a rich aroma and taste that will stimulate your senses and is extremely easy to make.","Turkish medium cardamom coffee, start your day straight with the first sip of this classic, which awakens your senses to new opportunities.
A must for all coffee lovers.
Made using specially selected and carefully roasted beans to create a delectable 'coffee experience.
A delicious drink that is great for any time of day.
Helps to prepare a refreshing hot drink, which is every coffee enthusiast's favorite way to start the day.
Coffee has a rich aroma and taste that will stimulate your senses and is extremely easy to make."
Al Doha Mastic - 3gm,El Doha,71.4,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hba/h40/49832947384350/200Wx200H_18007_main.jpg,Al Doha Mastic - 3gm,https://cdnprod.mafretailproxy.com/sys-master-root/hab/h3a/49832947515422/1700Wx1700H_18007_main.jpg,https://www.carrefouregypt.com/mafegy/en/herbs/eldoha-mastic-3g/p/18007,18007,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"Al doha mastic in high in vitamins and minerals to offer you nourishment.
Has a fabulous taste to satisfy your palate.
Excellent for use in gravies, safe to use for day to day cooking thanks to the non toxic formula.","Give your food touch of unique flavor with the al doha mastic.
The mastic makes your meals taste delicious and provides you nutrition at the same time.
It is ideal to use for both vegetarian and non vegetarian preparations.
Al doha mastic in high in vitamins and minerals to offer you nourishment.
Has a fabulous taste to satisfy your palate.
Excellent for use in gravies, safe to use for day to day cooking thanks to the non toxic formula."
EL Rashidi El Mizan Molasses - 350 G,El rashidi el mizan,23.25,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h5f/hb2/47857220648990/200Wx200H_570893_main.jpg,EL Rashidi El Mizan Molasses - 350 G,https://cdnprod.mafretailproxy.com/sys-master-root/h8f/hab/47857220845598/1700Wx1700H_570893_main.jpg,https://www.carrefouregypt.com/mafegy/en/loose-honey/el-rashidi-molasses-plastic-350g/p/570893,570893,,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads","Molasses is a very good source of iron, potassium and magnesium.
It is consumed in the Middle East alone as a healthy sweetener full of energy or with Tahina.","Our molasses is made from the finest sugarcane.
Molasses is a healthy sweetener which contains a variety of minerals that promote your health.
Molasses is a very good source of iron, potassium and magnesium.
It is consumed in the Middle East alone as a healthy sweetener full of energy or with Tahina."
El Bawadi Tahina - 125 gram,El bawadi,23.75,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1b/hc4/44951081222174/200Wx200H_107927_main.jpg,El Bawadi Tahina - 125 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h5c/hc0/44951081353246/1700Wx1700H_107927_main.jpg,https://www.carrefouregypt.com/mafegy/en/tahini/el-bawady-tehina-125g/p/107927,107927,,Carrefour,Egypt,Food Cupboard,"Condiments, Dressings & Marinades","You can serve it solely or use it as a major ingredient in hummus, baba ghanoush, and halva.
Served as a dip on hummus, baba ghanoush, and halva serve this tahini paste with grilled meats or roasted vegetables, or use it as a base for a silky avocado dip or an herby salad dressing simply food.","The El Bawadi tahina is the finest tahina made from toasted, ground hulled sesame.
You can serve it solely or use it as a major ingredient in hummus, baba ghanoush, and halva.
Served as a dip on hummus, baba ghanoush, and halva serve this tahini paste with grilled meats or roasted vegetables, or use it as a base for a silky avocado dip or an herby salad dressing simply food."
Halwani Bros Jam Strawberry - 380 gram,Halwani bros,30.45,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hff/hae/27008411729950/34426_main.jpg_200Wx200H,Halwani Bros Jam Strawberry - 380 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h2c/hab/27008411861022/34426_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/strawberry-jam/halwani-jam-strawberry-380g/p/34426,34426,,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads","Unique taste and perfect texture.
Impeccably delicious and surprisingly addicting.
Perfect topping for cakes, pastries, or tarts.
Delicious spread straight onto your toast or bread.
Perfect for enjoying with friends and family.","Halawani Bros strawberry jam is here to upgrade your breakfast, freshen up your snack, or add a fruity twist to any of your delicious creations.
It is an exceptionally tasty jam, made of the best ingredients.
Unique taste and perfect texture.
Impeccably delicious and surprisingly addicting.
Perfect topping for cakes, pastries, or tarts.
Delicious spread straight onto your toast or bread.
Perfect for enjoying with friends and family."
Al Doha Elbow Pasta - 400 grams,El Doha,19.25,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdb/h50/34710140485662/458683_main.jpg_200Wx200H,Al Doha Elbow Pasta - 400 grams,https://cdnprod.mafretailproxy.com/sys-master-root/haa/h5a/34710140747806/458683_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/special-shape-pasta/el-doha-pasta-elbow-400g/p/458683,458683,400g,Carrefour,Egypt,Food Cupboard,"Rice, Pasta & Pulses","Offers a sumptuous and layered flavor.
Made of premium-grade ingredients for safe and reliable use.
Tender texture melts in your mouth.
Caters to people of all age groups.
Ideal to make a variety of lip-smacking Italian recipes.
Provides vital carbohydrates that your body needs.","Prepare a filling dish with the Al Doha Elbow Pasta.
The creamy pasta packs a great taste and satisfies your hunger pangs.
It gets ready in minutes and makes a great addition to your everyday meal.
Offers a sumptuous and layered flavor.
Made of premium-grade ingredients for safe and reliable use.
Tender texture melts in your mouth.
Caters to people of all age groups.
Ideal to make a variety of lip-smacking Italian recipes.
Provides vital carbohydrates that your body needs."
Elshamadan Biscuit Wafer Filled and Coated with Chocolate - 2 Wafers - 12 Packs,El shamadan,39,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h84/hb8/49347692757022/200Wx200H_460138_main.jpg,Elshamadan Biscuit Wafer Filled and Coated with Chocolate - 2 Wafers - 12 Packs,https://cdnprod.mafretailproxy.com/sys-master-root/h43/hbc/49347692888094/1700Wx1700H_460138_main.jpg,https://www.carrefouregypt.com/mafegy/en/wafers/shamadan-wafer-choc-fill-coat2p-12/p/460138,460138, Pack of 12,Carrefour,Egypt,,,,
Bake Rolz Ketchup Crackers - 95 gram,Edita,5,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hcf/ha1/49986560491550/200Wx200H_449178_main.jpg,Bake Rolz Ketchup Crackers - 95 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hc0/h9b/49986560622622/1700Wx1700H_449178_main.jpg,https://www.carrefouregypt.com/mafegy/en/baked-nachos/bake-rolz-crackers-ketchup-30g/p/449178,449178,,Carrefour,,Food Cupboard,"Chips, Dips & Snacks",,
Khatira Small Rings Pasta - 280 gram,Khatira,6.55,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hae/h94/34746918633502/578289_main.jpg_200Wx200H,Khatira Small Rings Pasta - 280 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h97/h90/34746918797342/578289_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/short-cut-pasta/khatira-pasta-small-rings-280g/p/578289,578289,,Carrefour,,,,,
Shaheen Coffee Special Medium Plain Turkish Coffee - 200 gram,Shaheen cafe,133.65,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hba/h13/28222392729630/574685_main.jpg_200Wx200H,Shaheen Coffee Special Medium Plain Turkish Coffee - 200 gram,https://cdnprod.mafretailproxy.com/sys-master-root/he8/h0f/28222392860702/574685_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/turkish-coffee/shaheen-turk-coffee-med-plain-200g/p/574685,574685,200g,Carrefour,Egypt,Beverages,Coffee,"A cup that boosts your metabolism and boosts your general cognitive functions such as mood, energy, memory and reaction time.","This irresistible cup offers a bold, deep flavor, rich aroma and smooth body.
The flavor gives you the perfect subtle bitterness you love in a great cup of coffee without overpowering your taste buds.
A cup that boosts your metabolism and boosts your general cognitive functions such as mood, energy, memory and reaction time."
Corona Dark Stevia 55% - 1 Piece,Corona,28.5,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha4/hc6/50066458050590/200Wx200H_609196_main.jpg,Corona Dark Stevia 55% - 1 Piece,https://cdnprod.mafretailproxy.com/sys-master-root/h64/hca/50066458181662/1700Wx1700H_609196_main.jpg,https://www.carrefouregypt.com/mafegy/en/chocolates/corona-dark-stevia-55-1p/p/609196,609196,,Carrefour,,Food Cupboard,Chocolate & Candy,,
El Maleka Meloky Spaghetti Pasta - 400 gram,Elmaleka,12,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4b/h15/48237020053534/200Wx200H_605314_main.jpg,El Maleka Meloky Spaghetti Pasta - 400 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h19/h1f/48237020315678/1700Wx1700H_605314_main.jpg,https://www.carrefouregypt.com/mafegy/en/spaghetti/elmaleka-meloky-pasta-spaghetti400g/p/605314,605314,,Carrefour,,Food Cupboard,"Rice, Pasta & Pulses",,
Al Aseel Corn Oil - 1.5 Liters,Al Asil,147.7,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf1/hfc/15070718132254/277444_main.jpg_200Wx200H,Al Aseel Corn Oil - 1.5 Liters,https://cdnprod.mafretailproxy.com/sys-master-root/h4f/hff/15070718263326/277444_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/corn-oil/al-asil-corn-oil-1-5l/p/277444,277444,1.5L,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"Not only does the oil make the food taste good, but it also makes it easy to digest.
he oil helps in preserving the freshness and crispness of fried food and snacks.
With this oil you have a much healthier composition than any other kind of cooking oil.","Eat without worrying about your health with the Al-Asil Corn Oil.
This is an active, safe, and light oil that is filled with essential nutrients, including vitamins, antioxidants, and fatty acids.
Not only does the oil make the food taste good, but it also makes it easy to digest.
he oil helps in preserving the freshness and crispness of fried food and snacks.
With this oil you have a much healthier composition than any other kind of cooking oil."
Corona Dark Chocolate - 35 grams - 12 Pieces,Corona,134.65,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfb/he1/49406495588382/200Wx200H_383549_main.jpg,Corona Dark Chocolate - 35 grams - 12 Pieces,https://cdnprod.mafretailproxy.com/sys-master-root/hec/hdb/49406495719454/1700Wx1700H_383549_main.jpg,https://www.carrefouregypt.com/mafegy/en/chocolates/corona-dark-chocolate-35g-12/p/383549,383549,,Carrefour,Egypt,Food Cupboard,Chocolate & Candy,"Just one bite will take you into the world of warmth, happiness and spontaneous fun.","Rich, smooth and creamy classic milk chocolate which gives you more joy in every bite.
Just one bite will take you into the world of warmth, happiness and spontaneous fun."
Halwani Bros Jam Fig - 750 gram,Halwani bros,58.85,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h90/hdf/14530840657950/34435_main.jpg_200Wx200H,Halwani Bros Jam Fig - 750 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hd0/hdb/14530840789022/34435_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/fruity-jam/halwani-jam-fig-750g/p/34435,34435,,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads",Delight in moments of ultimate sweetness with fig jam’s original range that is loaded with whole or large fruit chunks.,"Made from the choicest of ingredients to ensure the perfect taste and flavour.
Perfect for spreading on white or brown bread for easily preparing an on-the-go snack.
Delight in moments of ultimate sweetness with fig jam’s original range that is loaded with whole or large fruit chunks."
Hohos Cream Bigger Size - 60gm - 12 Pieces,HoHo's,58.15,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h67/h24/49986579169310/200Wx200H_603321_main.jpg,Hohos Cream Bigger Size - 60gm - 12 Pieces,https://cdnprod.mafretailproxy.com/sys-master-root/h45/h1e/49986579300382/1700Wx1700H_603321_main.jpg,https://www.carrefouregypt.com/mafegy/en/cake-muffin/hohos-cream-bigger-size-60g-12/p/603321,603321,,Carrefour,,Food Cupboard,"Biscuits, Crackers & Cakes",,
